Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2024-07-15,Longlegs,2024,https://boxd.it/6SCEmh,4,,"Need a rewatch to understand this better since I shut my eyes a couple of times, but I loved the atmosphere. This movie feels very much like Alan Wake, my favorite horror story.",,2024-07-13
2024-07-18,X-Men: Apocalypse,2016,https://boxd.it/6TY8Af,3,Yes,"You can fire your arrows from the Tower of Babel, but you can never strike God!",,2024-07-17
2024-07-20,Twisters,2024,https://boxd.it/6UNYOF,4,,"I would 1000% subscribe to Tyler Owens’ YouTube channel. Structurally this almost exactly the same as the original, but the modernization makes this film worth viewing. As much as I love Bill Paxton, the chemistry between Glen Powell and Daisy Edgar-Jones is more compelling here as well.",,2024-07-19
2024-07-21,Exhuma,2024,https://boxd.it/6Vj3iL,4,,"I liked the first half of this film where the protagonists toe the line between scam and authenticity. I was also simply more engaged by the murder mystery vibes that were emanating. The second half was still cool given proper historical context, but the suspension of disbelief was a lot harder to swallow.",,2024-07-20
2024-07-23,Dark Phoenix,2019,https://boxd.it/6We4Rr,2,Yes,"My favorite part of this movie is how obvious it is that everyone involved has lost interest in the franchise. My second favorite part is how they’ve butchered the Dark Phoenix saga two separate times. The only redeeming qualities of this film are its VFX work, Magneto’s helmet, and the scene where they save the astronauts.",,2024-07-22
2024-07-27,Deadpool & Wolverine,2024,https://boxd.it/6Y2yur,5,,"There’s certainly some bias in this rating since I’ve just spent the last month watching every X-Men movie. This universe has been around with me literally since I was born, with the first X-Men film releasing a month beforehand. Eventually my love would be overtaken by the burgeoning MCU, but the Fox Universe greatly contributed to the early development of my passion for superheroes. In my teens my disdain for the Fox Universe grew in equivalency to the rise in popularity of the MCU. The more I learned about the comic wars and Marvel’s bankruptcy led me to believe that these characters deserved to be in the rightful hands of Marvel Studios. Every success of the Avengers had me criticizing every failure of the disjointed X-Men.

Fast forward a decade and Marvel now has near complete control of its intellectual property. They’re taking a fastidious approach in reintroducing us to fan-favorite characters and integrating them into the MCU. While the past couple of years have given us hints of mutants in the MCU, we’ve never been given a chance to properly grieve the death of what was once the most prominent superhero franchise put to film. The New Mutants released unceremoniously in theaters at the height of Covid after years of delays, and the last mainline X-Men film Dark Phoenix was a critical and financial bomb over five years ago. While I’m glad mutants are finally in the MCU, I can’t help but mourn the loss of a universe that had such a unique tone and character compared to its contemporary counterparts (even if they were often deeply flawed).

Deadpool & Wolverine was promoted as being Deadpool’s first foray into the MCU, the long awaited team-up of both eponymous characters being the central selling point. About a week or so before this film’s release, a special screening of this movie was advertised for San Diego Comic Con titled “Celebration of Life.” Rather than being the MCU’s first Deadpool movie, this film is ultimately a celebration of life for the Fox Universe. Without spoiling, this film eulogizes and honors every Fox-Marvel film that came before it—not just the X-Men but every single one of its properties from the late nineties to now. This is cemented by a touching end-credits montage that contains almost twenty-five years of behind-the-scenes footage.

This film is definitely sustained by its references and cameos in a similar fashion to No Way Home, with more emphasis on the metatextual humor given that it’s a Deadpool movie. At its core, the narrative and emotional aspects of this film are not very strong. Despite being the MCU’s first R-rated movie, it still feels like there is a layer of sanitization when compared to the previous entries in the trilogy. Regardless, the presence of Hugh Jackman returning as Wolverine gave me everything I could want out of this film. I had accepted the fact we would never see him in the role again after Logan. Rewatching both previous Deadpool movies made me realize how necessary this pairing was; the amount of jokes at Wolverine’s expense makes this film slide effortlessly into the trilogy, despite being made by separate production companies and in different eras.

Deadpool & Wolverine lived up to my expectations, delivered unexpected cameos, and served as the greatest possible swan song to the Fox Universe. The MCU is so back, let’s fucking go.",,2024-07-25
2024-08-02,Trap,2024,https://boxd.it/70KFLv,3.5,,I will never forgive M. Night for making an entire movie set at a concert and not including a cameo from Mid-Sized Sedan.,,2024-08-01
2024-08-04,Dìdi (弟弟),2024,https://boxd.it/71sbP1,4.5,,"Makes me nostalgic for the early internet—my dude Chris couldn’t catch a break. There’s aspects of this that hit too close to home, and I couldn’t help but feel a sense of melancholy by the end.",,2024-08-03
2024-08-07,Kneecap,2024,https://boxd.it/72XVcZ,4.5,,"Was planning on skipping this but I saw that Ireland has already submitted this for their international film entry at the Oscars next year, which seemed ambitious. Well deserved, because this is possibly one of the best biopics of a musical act I’ve seen. The standout factor for me was the throughline of preserving a dying language. I also can’t believe the main trio are all played by their real life counterparts. Running to add Kneecap to all of my playlists.",,2024-08-06
2024-08-09,Cuckoo,2024,https://boxd.it/73Mcx1,4,,"Weirdly enough this film gives off major Dead Island vibes. Not in the zombies on a tropical hotel way, but in the intrinsic horror of an isolated resort. The third act felt largely disconnected but also kind of felt like the game Control.",,2024-08-08
2024-08-11,Borderlands,2024,https://boxd.it/74y5zZ,1.5,,What were they cooking??? 💀,,2024-08-10
2024-08-13,Skincare,2024,https://boxd.it/75zcIl,2,,Thriller with zero sauce. Predictable and not engaging.,,2024-08-12
2024-08-15,Fantastic Four,2015,https://boxd.it/76s8Op,0.5,Yes,"God I hate this movie so fucking much. This is probably the worst movie I’ve seen in my entire life. If this movie has no haters, I am dead. The only hate I carry in my heart is aimed squarely at this movie. If I ever find who’s responsible for this, it’s on sight. Fuck this movie.",,2024-08-14
2024-08-21,Happy Gilmore,1996,https://boxd.it/79l5QZ,4,Yes,I applied to be an extra in Happy Gilmore 2 today.,,2024-08-20
